gene.ID,geneID_UCSC,gene.name,chrom,strand,Tx.start,Tx.end,TSS
mm10-21400,"NM_018808,NM_001308227",Dnajb1,chr8,+,83608174,83612653,83608174
mm10-21401,NM_018771,Gipc1,chr8,+,83652677,83664789,83652677
mm10-21402,NM_013641,Ptger1,chr8,+,83666639,83670103,83666639
mm10-21403,"NM_177262,NM_001199593",Pkn1,chr8,-,83669761,83699179,83699179
mm10-21404,NM_197982,Ddx39,chr8,+,83715176,83723351,83715176
mm10-21405,"NM_011925,NM_001163030,NM_001163029,NM_001163031",Adgre5,chr8,-,83723250,83741311,83741311
mm10-21406,NR_106188,Mir1668,chr8,-,83723877,83723984,83723984
mm10-21407,NM_181039,Adgrl1,chr8,+,83900097,83941954,83900097
mm10-21408,NM_024184,Asf1b,chr8,+,83955693,83970195,83955693
mm10-21409,"NM_008854,NM_001277898",Prkaca,chr8,+,83972977,83996442,83972977
mm10-21410,NM_001081415,Samd1,chr8,+,83997671,84000386,83997671
mm10-21411,NM_183097,1700067K01Rik,chr8,+,84001705,84004770,84001705
mm10-21412,NR_106191,Mir8111,chr8,+,84005627,84005764,84005627
mm10-21413,NM_001291292,2210011C24Rik,chr8,-,84010227,84011720,84011720
mm10-21414,NR_035431,Mir1199,chr8,-,84011514,84011633,84011633
mm10-21415,NM_028877,Palm3,chr8,+,84021473,84030295,84021473
mm10-21416,NM_016671,Il27ra,chr8,-,84030285,84042575,84042575
mm10-21417,NM_173184,Rln3,chr8,-,84043066,84044979,84044979
mm10-21418,NM_009055,Rfx1,chr8,+,84066835,84096992,84066835
mm10-21419,NR_030490,Mir709,chr8,+,84086098,84086186,84086098
mm10-21420,NM_172502,Dcaf15,chr8,-,84097071,84104762,84104762
mm10-21421,NM_001013384,Podnl1,chr8,+,84125988,84132517,84125988
mm10-21422,NM_145970,Cc2d1a,chr8,-,84132827,84147753,84147753
mm10-21423,"NM_029045,NM_001163752",4930432K21Rik,chr8,+,84148037,84172597,84148037
mm10-21424,NM_194059,Nanos3,chr8,-,84173732,84176552,84176552
mm10-21425,NR_030534,Mir181d,chr8,-,84178715,84178787,84178787
mm10-21426,NR_029821,Mir181c,chr8,-,84178872,84178961,84178961
mm10-21427,NR_029740,Mir23a,chr8,+,84208517,84208592,84208517
mm10-21428,NR_029746,Mir27a,chr8,+,84208671,84208758,84208671
mm10-21429,NR_029741,Mir24-2,chr8,+,84208814,84208921,84208814
mm10-21430,NR_037294,Mir3074-2,chr8,-,84208824,84208907,84208907
mm10-21431,NM_172503,Zswim4,chr8,-,84210941,84237042,84237042
mm10-21432,NM_001007571,D8Ertd738e,chr8,-,84246234,84249761,84249761
mm10-21433,NM_026423,Mri1,chr8,-,84250575,84257324,84257324
mm10-21434,"NM_001294281,NM_026350",Ccdc130,chr8,-,84257766,84270402,84270402
mm10-21435,"NM_001252060,NM_001252061,NM_001252059,NM_007578",Cacna1a,chr8,+,84415363,84640249,84415363
mm10-21436,NM_010499,Ier2,chr8,-,84661330,84662852,84662852
mm10-21437,NM_025788,Nacc1,chr8,-,84670478,84687862,84687862
mm10-21438,"NM_198020,NM_001164559,NM_001164560",Trmt1,chr8,+,84689246,84699808,84689246
mm10-21439,NM_008535,Lyl1,chr8,+,84701456,84704716,84701456
mm10-21440,"NM_001081982,NM_001081981,NM_001297601,NM_010906",Nfix,chr8,-,84704711,84800338,84800338
mm10-21441,"NM_201227,NR_033145",Dand5,chr8,-,84815404,84832265,84832265
mm10-21442,NM_183358,Gadd45gip1,chr8,+,84832281,84835482,84832281
mm10-21443,"NM_001297607,NM_009010,NM_001297606",Rad23a,chr8,-,84834651,84840665,84840665
mm10-21444,NM_007591,Calr,chr8,-,84842087,84846931,84846931
mm10-21445,NM_025648,Farsa,chr8,+,84856985,84869257,84856985
mm10-21446,NR_106037,Mir7069,chr8,+,84867946,84868008,84867946
mm10-21447,"NM_001168246,NM_001168244,NM_027954,NR_031759",Syce2,chr8,+,84872110,84887446,84872110
mm10-21448,"NM_008097,NM_001044744",Gcdh,chr8,-,84886386,84893921,84893921
mm10-21449,NM_010635,Klf1,chr8,+,84901927,84905295,84901927
mm10-21450,NM_010062,Dnase2a,chr8,+,84908623,84911461,84908623
mm10-21451,NM_019945,Mast1,chr8,-,84911852,84937353,84937353
mm10-21452,NR_103491,Gm38426,chr8,+,84913334,84922915,84913334
mm10-21453,NM_144929,Rtbdn,chr8,+,84946990,84956603,84946990
mm10-21454,NM_027187,Rnaseh2a,chr8,-,84956609,84966011,84966011
mm10-21455,"NM_011563,NM_001317385",Prdx2,chr8,+,84969621,84974810,84969621
mm10-21456,NM_008416,Junb,chr8,-,84976908,84978748,84978748
mm10-21457,"NM_133255,NM_001167991",Hook2,chr8,+,84990594,85003364,84990594
mm10-21458,"NM_001130194,NR_052011",Best2,chr8,-,85007202,85014531,85014531
mm10-21459,NM_019652,Asna1,chr8,-,85017930,85025278,85025278
mm10-21460,NM_026760,2310036O22Rik,chr8,+,85026832,85030286,85026832
mm10-21461,"NM_145390,NM_001122843",Tnpo2,chr8,+,85036914,85057582,85036914
mm10-21462,"NR_110582,NR_110581",A230103J11Rik,chr8,-,85053159,85060460,85060460
mm10-21463,NM_026791,Fbxw9,chr8,+,85060118,85067120,85060118
mm10-21464,NR_106038,Mir7070,chr8,+,85062085,85062171,85062085
mm10-21465,NM_001195531,Gm5741,chr8,-,85067567,85067982,85067982
mm10-21466,NM_001039514,Dhps,chr8,+,85071756,85075161,85071756
mm10-21467,NM_026399,Wdr83,chr8,-,85075034,85080746,85080746
mm10-21468,NM_001001493,Wdr83os,chr8,+,85080962,85082339,85080962
mm10-21469,NM_010764,Man2b1,chr8,+,85083268,85098739,85083268
mm10-21470,NM_001037745,Zfp791,chr8,-,85109166,85123095,85123095
mm10-21471,NM_001037922,Cks1brt,chr8,+,85151923,85173622,85151923
mm10-21472,NM_146859,Olfr371,chr8,+,85230496,85231435,85230496
mm10-21473,NM_022997,Vps35,chr8,-,85260391,85299497,85299497
mm10-21474,"NM_001163791,NM_019716,NR_028268",Orc6,chr8,+,85299631,85308279,85299631
mm10-21475,"NM_175441,NM_001297612",Mylk3,chr8,-,85324928,85381041,85381041
mm10-21476,"NM_025722,NR_033144",4921524J17Rik,chr8,-,85408758,85432841,85432841
mm10-21477,NM_173866,Gpt2,chr8,+,85492616,85527558,85492616
mm10-21478,NM_019794,Dnaja2,chr8,-,85537639,85555271,85555271
mm10-21479,NM_001081324,Neto2,chr8,-,85636587,85691009,85691009
mm10-21480,NR_106189,Mir8109,chr8,+,85700904,85701021,85700904
mm10-21481,NM_028007,Itfg1,chr8,-,85717556,85840949,85840949
mm10-21482,NM_199446,Phkb,chr8,+,85841001,86060642,85841001
mm10-21483,NM_172912,Abcc12,chr8,-,86504840,86566590,86566590
mm10-21484,"NM_001168591,NM_025827",Lonp2,chr8,+,86624042,86716638,86624042
mm10-21485,NM_009172,Siah1a,chr8,-,86723937,86746006,86746006
mm10-21486,NR_027829,Gm10638,chr8,+,86745698,86747060,86745698
mm10-21487,NM_030563,N4bp1,chr8,-,86841138,86885258,86885258
mm10-21488,NR_040697,Gm10637,chr8,-,87169746,87199850,87199850
mm10-21489,NM_019626,Cbln1,chr8,-,87468852,87472592,87472592
mm10-21490,"NR_125722,NR_033430",Gm2694,chr8,+,87472811,87525554,87472811
mm10-21491,NM_177901,4933402J07Rik,chr8,+,87563906,87589197,87563906
mm10-21492,NR_131165,1700096P03Rik,chr8,-,87636097,87642210,87642210
mm10-21493,"NM_033327,NM_001310520",Zfp423,chr8,-,87661809,87959595,87959595
mm10-21494,NM_029074,Cnep1r1,chr8,+,88118758,88135197,88118758
mm10-21495,NM_172757,Heatr3,chr8,+,88137884,88171943,88137884
mm10-21496,NR_106039,Mir7071,chr8,+,88138205,88138274,88138205
mm10-21497,"NM_001164499,NM_001164498,NM_001164497",Papd5,chr8,+,88199212,88259722,88199212
mm10-21498,"NM_001109756,NM_007406,NM_001037723,NM_001037724",Adcy7,chr8,+,88272402,88329962,88272402
mm10-21499,NM_012047,Brd7,chr8,-,88332310,88362191,88362191
mm10-21500,"NM_001163660,NM_027280",Nkd1,chr8,+,88521343,88594887,88521343
mm10-21501,NM_027840,Snx20,chr8,-,88626827,88636128,88636128
mm10-21502,NM_145857,Nod2,chr8,+,88647346,88688474,88647346
mm10-21503,"NM_001128170,NM_001276279,NM_001128171,NM_173369",Cyld,chr8,+,88697027,88751946,88697027
mm10-21504,NR_106190,Mir8110,chr8,+,89024734,89024831,89024734
mm10-21505,NM_021390,Sall1,chr8,-,89027242,89044162,89044162
mm10-21506,NM_172913,Tox3,chr8,-,90247111,90348252,90348252
mm10-21507,"NM_177224,NM_001310530",Chd9,chr8,+,90828834,91054508,90828834
mm10-21508,"NM_011250,NM_001282001,NM_001282000",Rbl2,chr8,+,91070056,91123844,91070056
mm10-21509,"NM_010241,NM_001302337,NM_001302268,NM_001302267,NM_001302266",Aktip,chr8,-,91111780,91135494,91135494
mm10-21510,NM_173431,Rpgrip1l,chr8,-,91217029,91313222,91313222
mm10-21511,NM_011936,Fto,chr8,+,91313524,91668433,91313524
mm10-21512,"NM_001253822,NM_008393",Irx3,chr8,-,91798510,91801654,91801654
mm10-21513,"NR_110452,NR_033641",Crnde,chr8,-,92326030,92356120,92356120
mm10-21514,NM_018826,Irx5,chr8,+,92357795,92361456,92357795
mm10-21515,"NM_022428,NM_001301137",Irx6,chr8,+,92674288,92680956,92674288
mm10-21516,NM_008610,Mmp2,chr8,+,92827296,92853421,92827296
mm10-21517,NM_173014,Lpcat2,chr8,+,92855349,92919279,92855349
mm10-21518,NM_027112,Capns2,chr8,+,92901394,92902409,92901394
mm10-21519,NM_009209,Slc6a2,chr8,+,92961046,93001667,92961046
mm10-21520,NM_001013764,Ces1a,chr8,-,93020214,93048192,93048192
mm10-21521,NM_001081372,Ces1b,chr8,-,93056726,93080017,93080017
mm10-21522,NM_007954,Ces1c,chr8,-,93099015,93131283,93131283
mm10-21523,NM_053200,Ces1d,chr8,-,93166071,93197804,93197804
mm10-21524,NM_133660,Ces1e,chr8,-,93201217,93229619,93229619
mm10-21525,NM_144930,Ces1f,chr8,-,93256235,93279736,93279736
mm10-21526,NM_021456,Ces1g,chr8,-,93302368,93337209,93337209
mm10-21527,NM_001003951,Ces5a,chr8,-,93499212,93535707,93535707
mm10-21528,"NM_010308,NM_001113384",Gnao1,chr8,+,93810837,93969388,93810837
mm10-21529,NR_026888,4930488L21Rik,chr8,-,93811693,93813555,93813555
mm10-21530,NM_011787,Amfr,chr8,-,93971587,94012640,94012640
mm10-21531,NM_026623,Nudt21,chr8,-,94019402,94037039,94037039
mm10-21532,"NM_001093757,NM_177767",Ogfod1,chr8,+,94037197,94067922,94037197
mm10-21533,NM_026116,Bbs2,chr8,-,94067953,94098811,94098811
mm10-21534,NM_008631,Mt4,chr8,+,94137203,94139031,94137203
mm10-21535,NM_013603,Mt3,chr8,+,94152606,94154148,94152606
mm10-21536,NM_008630,Mt2,chr8,+,94172617,94173567,94172617
mm10-21537,NM_013602,Mt1,chr8,+,94179088,94180327,94179088
mm10-21538,NM_172410,Nup93,chr8,+,94214600,94315066,94214600
mm10-21539,NR_029552,Mir138-2,chr8,+,94324310,94324381,94324310
mm10-21540,"NM_001205311,NM_019415",Slc12a3,chr8,+,94329207,94366221,94329207
mm10-21541,NM_022331,Herpud1,chr8,+,94386499,94395358,94386499
mm10-21542,NR_015514,9330175E14Rik,chr8,-,94433126,94435103,94435103
mm10-21543,NM_001033207,Nlrc5,chr8,+,94472762,94527272,94472762
mm10-21544,NR_106040,Mir7072,chr8,+,94505045,94505105,94505045
mm10-21545,NM_153507,Cpne2,chr8,+,94533027,94570529,94533027
mm10-21546,NM_028221,Fam192a,chr8,-,94574940,94601726,94601726
mm10-21547,NM_026274,Rspry1,chr8,+,94601940,94660276,94601940
mm10-21548,"NM_024191,NM_024269",Arl2bp,chr8,+,94666599,94674457,94666599
mm10-21549,NM_026385,Pllp,chr8,-,94674894,94696242,94696242
mm10-21550,NM_009137,Ccl22,chr8,+,94745683,94751388,94745683
mm10-21551,NM_009142,Cx3cl1,chr8,+,94772179,94782426,94772179
mm10-21552,NM_011332,Ccl17,chr8,+,94810452,94812036,94810452
mm10-21553,NM_134141,Ciapin1,chr8,-,94819817,94838340,94838340
mm10-21554,NM_026452,Coq9,chr8,+,94838416,94854895,94838416
mm10-21555,NM_009090,Polr2c,chr8,+,94857449,94864240,94857449
mm10-21556,NM_053246,Dok4,chr8,-,94863827,94876312,94876312
mm10-21557,NM_001033533,Ccdc102a,chr8,-,94902868,94918098,94918098
mm10-21558,"NM_001145972,NM_001033468",Adgrg5,chr8,+,94923693,94943290,94923693
mm10-21559,"NM_018882,NM_001198894",Adgrg1,chr8,+,94977108,95014208,94977108
mm10-21560,NM_173036,Adgrg3,chr8,+,95017691,95045249,95017691
mm10-21561,NM_001042715,Drc7,chr8,+,95055102,95078141,95055102
mm10-21562,NM_028805,Katnb1,chr8,+,95081200,95099874,95081200
mm10-21563,"NM_010631,NM_001145832,NM_001145831",Kifc3,chr8,-,95099827,95142540,95142540
mm10-21564,"NM_145601,NM_001195413",Cngb1,chr8,-,95239042,95306585,95306585
mm10-21565,"NM_028532,NM_199455",Tepp,chr8,+,95311597,95321329,95311597
mm10-21566,NM_024467,Zfp319,chr8,-,95326135,95331950,95331950
mm10-21567,NM_133954,Usb1,chr8,+,95332283,95347513,95332283
mm10-21568,NM_008609,Mmp15,chr8,+,95352295,95374293,95352295
mm10-21569,NM_008187,Cfap20,chr8,-,95420249,95434869,95434869
mm10-21570,NM_009974,Csnk2a2,chr8,-,95446095,95488820,95488820
mm10-21571,NM_172914,Ccdc113,chr8,+,95534099,95558888,95534099
mm10-21572,"NM_027640,NM_001310539",Prss54,chr8,-,95559132,95575607,95575607
mm10-21573,NM_030198,Gins3,chr8,+,95633558,95645059,95633558
mm10-21574,"NM_001195006,NM_145602",Ndrg4,chr8,+,95703036,95715119,95703036
mm10-21575,NM_001035123,Setd6,chr8,+,95715912,95719004,95715912
mm10-21576,"NM_001205226,NM_178078,NM_153164",Cnot1,chr8,-,95719450,95807462,95807462
mm10-21577,NR_106041,Mir7073,chr8,-,95753150,95753214,95753214
mm10-21578,NR_015574,4930513N10Rik,chr8,+,95806829,95821728,95806829
mm10-21579,NM_172758,Slc38a7,chr8,-,95835922,95853491,95853491
mm10-21580,NM_010325,Got2,chr8,-,95864136,95888365,95888365
mm10-21581,NR_039538,Mir28c,chr8,-,96545953,96545973,96545973
mm10-21582,NR_110579,Gm15679,chr8,+,99011886,99032741,99011886
mm10-21583,"NM_001039154,NM_001285914,NM_007667,NM_001285913,NR_133570",Cdh8,chr8,-,99024470,99416471,99416471
mm10-21584,NR_132435,A330008L17Rik,chr8,+,99416673,99733438,99416673
mm10-21585,NM_009866,Cdh11,chr8,-,102632094,102785111,102785111
mm10-21586,NR_036588,1600027J07Rik,chr8,-,103343877,103347534,103347534
mm10-21587,NR_045730,4933400L20Rik,chr8,+,103603798,103680382,103603798
mm10-21588,NR_131138,Gm29682,chr8,-,104088915,104105873,104105873
mm10-21589,NM_009868,Cdh5,chr8,+,104101624,104144502,104101624
mm10-21590,"NM_001141922,NM_001141925,NM_001141924",Bean1,chr8,+,104170512,104219097,104170512
mm10-21591,"NM_021028,NR_045642",Tk2,chr8,-,104226690,104248558,104248558
mm10-21592,"NM_001286383,NM_029295,NM_001037841,NR_104433",Cklf,chr8,+,104250860,104264936,104250860
mm10-21593,NM_027022,Cmtm2a,chr8,-,104281041,104293181,104293181
mm10-21594,NM_181990,Cmtm1,chr8,-,104293541,104310145,104310145
mm10-21595,NM_028524,Cmtm2b,chr8,+,104322226,104330764,104322226
mm10-21596,NM_024217,Cmtm3,chr8,+,104340593,104347672,104340593
mm10-21597,NM_153582,Cmtm4,chr8,-,104348192,104395807,104395807
mm10-21598,NM_001013380,Dync1li2,chr8,-,104417673,104443047,104443047
mm10-21599,NM_180958,Terb1,chr8,-,104446718,104509887,104509887
mm10-21600,NM_144931,Nae1,chr8,-,104511027,104534637,104534637
mm10-21601,"NM_053070,NM_001301165,NM_001301164",Car7,chr8,+,104534699,104550343,104534699
mm10-21602,NM_001024606,Pdp2,chr8,+,104591467,104596849,104591467
mm10-21603,"NM_001252627,NM_001252628,NM_007663",Cdh16,chr8,-,104601914,104624396,104624396
mm10-21604,NM_019662,Rrad,chr8,-,104628065,104631321,104631321
mm10-21605,NM_026753,Fam96b,chr8,-,104639838,104641728,104641728
mm10-21606,"NM_001190330,NM_133960",Ces2a,chr8,+,104734002,104741634,104734002
mm10-21607,NM_198171,Ces2b,chr8,+,104831643,104838652,104831643
mm10-21608,NM_145603,Ces2c,chr8,+,104847067,104854482,104847067
mm10-21609,NR_033726,Ces2d-ps,chr8,+,104867423,104874082,104867423
mm10-21610,"NM_001163756,NM_172759",Ces2e,chr8,+,104926259,104934672,104926259
mm10-21611,NM_001079865,Ces2f,chr8,+,104947355,104955962,104947355
mm10-21612,NM_197999,Ces2g,chr8,+,104961717,104969537,104961717
mm10-21613,NM_001272045,Ces2h,chr8,+,105000852,105020410,105000852
mm10-21614,"NM_198672,NM_001164681",Ces3a,chr8,+,105048598,105058414,105048598
mm10-21615,"NM_144511,NM_001159415",Ces3b,chr8,+,105083754,105093591,105083754
mm10-21616,NM_146213,Ces4a,chr8,+,105131799,105150109,105131799
mm10-21617,"NM_001161456,NM_001161458,NM_001161457,NM_022309",Cbfb,chr8,+,105170673,105217988,105170673
mm10-21618,NM_145604,D230025D16Rik,chr8,+,105225187,105253051,105225187
mm10-21619,"NM_178879,NM_001271915",B3gnt9,chr8,-,105252637,105255153,105255153
mm10-21620,NM_001033161,Tradd,chr8,-,105258574,105264594,105264594
mm10-21621,NM_015821,Fbxl8,chr8,+,105264647,105269326,105264647
mm10-21622,"NM_001256044,NM_001256042,NM_011939,NR_045689",Hsf4,chr8,+,105269800,105275845,105269800
mm10-21623,NM_030152,Nol3,chr8,+,105276446,105281939,105276446
mm10-21624,"NM_001166394,NM_028888",4931428F04Rik,chr8,-,105280408,105289528,105289528
mm10-21625,NM_177788,Exoc3l,chr8,-,105289923,105296098,105296098
mm10-21626,NM_148952,E2f4,chr8,+,105297662,105305370,105297662
mm10-21627,NM_172760,Elmo3,chr8,+,105305600,105310623,105305600
mm10-21628,NR_029761,Mir328,chr8,-,105308363,105308460,105308460
mm10-21629,NM_177449,Lrrc29,chr8,-,105312339,105326276,105326276
mm10-21630,NM_025486,Tmem208,chr8,+,105326363,105329057,105326363
mm10-21631,NM_177699,Fhod1,chr8,-,105329159,105347970,105347970
mm10-21632,NM_001081332,Slc9a5,chr8,+,105348257,105369881,105348257
mm10-21633,NM_001081333,Plekhg4,chr8,+,105375380,105382862,105375380
mm10-21634,"NM_177791,NM_001301173",Kctd19,chr8,-,105382806,105413502,105413502
mm10-21635,"NM_001170788,NM_001170789,NM_001033371",Lrrc36,chr8,+,105413621,105464086,105413621
mm10-21636,NM_026481,Tppp3,chr8,-,105467491,105471422,105471422
mm10-21637,NM_175160,Zdhhc1,chr8,-,105472424,105496870,105496870
mm10-21638,NM_008289,Hsd11b2,chr8,+,105518745,105523988,105518745
mm10-21639,NM_013477,Atp6v0d1,chr8,-,105524469,105566040,105566040
mm10-21640,"NM_001271806,NM_007427",Agrp,chr8,-,105566694,105579845,105579845
mm10-21641,NM_001081241,Fam65a,chr8,+,105605228,105622218,105605228
mm10-21642,NR_035492,Mir1966,chr8,+,105615465,105615573,105615465
mm10-21643,NM_181322,Ctcf,chr8,+,105636537,105682922,105636537
mm10-21644,NM_001033320,Carmil2,chr8,+,105690905,105698165,105690905
mm10-21645,NM_001012638,Acd,chr8,-,105698158,105701095,105701095
mm10-21646,"NM_001286344,NM_001286345,NM_019695,NM_001047436,NM_001047435",Pard6a,chr8,+,105701147,105703494,105701147
mm10-21647,NM_198299,Enkd1,chr8,-,105703651,105708168,105708168
mm10-21648,NM_027655,4933405L10Rik,chr8,+,105708302,105710168,105708302
mm10-21649,NM_027469,Gfod2,chr8,-,105716112,105758607,105758607
mm10-21650,NM_145824,Ranbp10,chr8,-,105768307,105827350,105827350
mm10-21651,NM_024445,Tsnaxip1,chr8,+,105827743,105844676,105827743
mm10-21652,NM_177150,Cenpt,chr8,-,105844677,105852008,105852008
mm10-21653,NM_021513,Thap11,chr8,+,105855102,105856950,105855102
mm10-21654,NM_026532,Nutf2,chr8,+,105860633,105880401,105860633
mm10-21655,NR_033574,Nutf2-ps1,chr8,+,105860659,105879337,105860659
mm10-21656,"NM_181594,NM_001301100",Edc4,chr8,+,105880880,105893225,105880880
mm10-21657,"NM_175024,NM_001301174",Nrn1l,chr8,+,105893566,105895023,105893566
mm10-21658,NM_173432,Pskh1,chr8,+,105900473,105931802,105900473
mm10-21659,NM_023182,Ctrl,chr8,-,105931993,105933862,105933862
mm10-21660,NM_013640,Psmb10,chr8,-,105935727,105938392,105938392
mm10-21661,NM_008490,Lcat,chr8,-,105939550,105943402,105943402
mm10-21662,"NM_009195,NM_001253804,NR_045594",Slc12a4,chr8,-,105943589,105966115,105966115
mm10-21663,NR_106042,Mir7074,chr8,-,105951636,105951699,105951699
mm10-21664,NM_027960,Dpep3,chr8,-,105973519,105979419,105979419
mm10-21665,"NM_176913,NM_001301204,NM_001301205",Dpep2,chr8,-,105984945,105996423,105996423
mm10-21666,NM_028038,Ddx28,chr8,-,106009615,106011486,106011486
mm10-21667,"NM_025518,NM_001301176",Dus2,chr8,+,106011477,106053840,106011477
mm10-21668,NM_010901,Nfatc3,chr8,+,106059602,106130537,106059602
mm10-21669,NM_176838,Esrp2,chr8,-,106131182,106136974,106136974
mm10-21670,"NR_040346,NR_040345,NR_040344",1810019D21Rik,chr8,+,106135399,106138722,106135399
mm10-21671,NM_133792,Pla2g15,chr8,+,106150398,106164715,106150398
mm10-21672,NM_178798,Slc7a6,chr8,+,106168874,106198704,106168874
mm10-21673,NM_001007567,Slc7a6os,chr8,-,106200437,106210933,106210933
mm10-21674,NM_145404,Prmt7,chr8,+,106211053,106251694,106211053
mm10-21675,NM_021491,Smpd3,chr8,-,106252547,106337988,106337988
mm10-21676,"NR_126091,NR_126090",4930506A18Rik,chr8,+,106282228,106335754,106282228
mm10-21677,NM_011764,Zfp90,chr8,+,106415338,106425889,106415338
mm10-21678,"NM_007665,NM_001037809",Cdh3,chr8,+,106510851,106556911,106510851
mm10-21679,NR_045470,1110028F18Rik,chr8,+,106587142,106594820,106587142
mm10-21680,NM_009864,Cdh1,chr8,+,106603349,106670247,106603349
mm10-21681,NM_173037,Tango6,chr8,+,106683067,106851439,106683067
mm10-21682,"NM_008217,NM_001331048",Has3,chr8,+,106870241,106882902,106870241
mm10-21683,NM_145412,Chtf8,chr8,-,106883862,106893593,106893593
mm10-21684,NM_011574,Cirh1a,chr8,+,106893639,106923094,106893639
mm10-21685,NM_009229,Sntb2,chr8,+,106935749,107014192,106935749
mm10-21686,NM_126165,Vps4a,chr8,+,107031325,107045756,107031325
mm10-21687,NM_026513,Pdf,chr8,-,107046289,107048614,107048614
mm10-21688,NM_139229,Cog8,chr8,-,107048708,107056737,107056737
mm10-21689,"NM_001164472,NR_028367,NM_025391",Nip7,chr8,+,107056876,107060928,107056876
mm10-21690,NM_025458,Tmed6,chr8,-,107061483,107065644,107065644
mm10-21691,"NM_001083118,NM_001286200,NM_009353,NR_104410",Terf2,chr8,-,107069401,107096545,107096545
mm10-21692,NR_106043,Mir7075,chr8,-,107096024,107096106,107096106
mm10-21693,NM_025558,Cyb5b,chr8,+,107150660,107187470,107150660
mm10-21694,"NM_001286260,NM_133957,NM_018823",Nfat5,chr8,+,107293469,107379517,107293469
mm10-21695,NM_008706,Nqo1,chr8,-,107388224,107403205,107403205
mm10-21696,NM_026277,Nob1,chr8,-,107412488,107425038,107425038
mm10-21697,NM_025830,Wwp2,chr8,+,107436397,107558595,107436397
mm10-21698,NR_029553,Mir140,chr8,+,107551243,107551313,107551243
mm10-21699,NM_010817,Psmd7,chr8,-,107580379,107588482,107588482
mm10-21700,NR_077224,Lncbate1,chr8,-,108553251,108584677,108584677
mm10-21701,NM_007496,Zfhx3,chr8,+,108714643,108961636,108714643
mm10-21702,NR_037295,Mir3108,chr8,+,108936859,108936938,108936859
