tSNE1	tSNE2	cluster	cell_id
15.64	20.44	preB	Exp100-Sample7.all_Tn5-GGCCAT_BC06660_N03
18.04	15.35	preB	Exp100-Sample7.all_Tn5-GGCCAT_BC06672_N03
-16.94	16.96	CD4	Exp100-Sample7.all_Tn5-GGCCAT_BC06778_N02
-5.5	24.43	NK	Exp100-Sample7.all_Tn5-GGCCAT_BC06792_N03
18.1	-14.85	Mono-2	Exp100-Sample7.all_Tn5-GGCCAT_BC06924_N03
17.01	-3.97	Mono-1	Exp100-Sample7.all_Tn5-GGCCAT_BC06952_N02
-12.91	5.13	CD4	Exp100-Sample7.all_Tn5-GGCCAT_BC06964_N02
-9.77	-24.77	pDC	Exp100-Sample7.all_Tn5-GGCCAT_BC07029_N03
-4.67	24.39	NK	Exp100-Sample7.all_Tn5-GGCCAT_BC07111_N03
-4.17	-9.76	CD4	Exp100-Sample7.all_Tn5-GGCCAT_BC07136_N03
-2.76	-12.68	CD4	Exp100-Sample7.all_Tn5-GGCCAT_BC07201_N03
-9.48	0.43	CD4	Exp100-Sample7.all_Tn5-GGCCAT_BC07230_N03
19.17	-0.58	CLP	Exp100-Sample7.all_Tn5-GGCCAT_BC07298_N03
19.76	-9.76	Mono-1	Exp100-Sample7.all_Tn5-GGCCAT_BC07373_N03
-22.44	-1.92	CD4	Exp100-Sample7.all_Tn5-GGCCAT_BC07390_N02
-7.9	3.32	CD4	Exp100-Sample7.all_Tn5-GGCCAT_BC07458_N02
0.37	19.15	NK	Exp100-Sample7.all_Tn5-GGCCAT_BC07462_N03
-8.35	17.02	CD8	Exp100-Sample7.all_Tn5-GGCCAT_BC07505_N03
-17.12	14.59	CD8	Exp100-Sample7.all_Tn5-GGCCAT_BC07555_N03
-15.36	-7.35	CD4	Exp100-Sample7.all_Tn5-GGCCAT_BC07558_N05
-12.55	15.84	CD8	Exp100-Sample7.all_Tn5-GGCCAT_BC07587_N03
-20.9	-1.67	CD4	Exp100-Sample7.all_Tn5-GGCCAT_BC07624_N04
-9	21.92	CD8	Exp100-Sample7.all_Tn5-GGCCAT_BC07636_N03
2.32	-4.55	CD8	Exp100-Sample7.all_Tn5-GGCCAT_BC07692_N04
12.56	8.98	preB	Exp100-Sample7.all_Tn5-GGCCAT_BC07730_N05
12.09	11.23	preB	Exp100-Sample7.all_Tn5-GGCCAT_BC07731_N04
-7.99	6.97	CD8	Exp100-Sample7.all_Tn5-GGCCAT_BC07792_N04
27.88	-8.05	Ery-early	Exp100-Sample7.all_Tn5-GGCCAT_BC07892_N03
6.37	-14.59	Mono-2	Exp100-Sample7.all_Tn5-GGCCAT_BC07904_N03
16.99	8.45	proB	Exp100-Sample7.all_Tn5-GGCCAT_BC07908_N03
-8.24	7.22	CD8	Exp100-Sample7.all_Tn5-GGCCAT_BC08077_N03
-9.02	24.24	NK	Exp100-Sample7.all_Tn5-GGCCAT_BC08255_N04
-8.04	-12.33	CD4	Exp100-Sample7.all_Tn5-GGCCAT_BC08260_N03
-9.14	-22.84	pDC	Exp100-Sample7.all_Tn5-GGCCAT_BC08343_N05
-6.25	26.36	NK	Exp100-Sample7.all_Tn5-GGCCAT_BC08357_N04
-6.5	-5.96	CD4	Exp100-Sample7.all_Tn5-GGCCAT_BC08425_N04
1.05	28.32	NK	Exp100-Sample7.all_Tn5-GGCCAT_BC08626_N03
-2.27	-13.86	CD4	Exp100-Sample7.all_Tn5-GGCCAT_BC08628_N04
-17.24	17.99	CD8	Exp100-Sample7.all_Tn5-GGCCAT_BC08641_N03
-14.26	17.28	CD8	Exp100-Sample7.all_Tn5-GGCCAT_BC08711_N03
1.15	24.56	NK	Exp100-Sample7.all_Tn5-GGCCAT_BC08854_N04
-6.28	-12.03	CD4	Exp100-Sample7.all_Tn5-GGCCAT_BC09145_N05
11.54	-22.41	Mono-2	Exp100-Sample7.all_Tn5-GGGATC_BC00678_N01
7.06	-19.15	Mono-2	Exp100-Sample7.all_Tn5-GGGATC_BC00957_N01
-0.55	-29.07	HSPC	Exp100-Sample7.all_Tn5-GGGATC_BC01017_N02
29.9	-6.93	Ery-early	Exp100-Sample7.all_Tn5-GGGATC_BC01298_N03
16.36	-4.78	Mono-1	Exp100-Sample7.all_Tn5-GGGATC_BC01334_N02
1.47	-27.91	HSPC	Exp100-Sample7.all_Tn5-GGGATC_BC01426_N02
14.64	-3.33	Mono-1	Exp100-Sample7.all_Tn5-GGGATC_BC01481_N01
12.63	18.78	preB	Exp100-Sample7.all_Tn5-GGGATC_BC01488_N01
7.97	-20.72	Mono-2	Exp100-Sample7.all_Tn5-GGGATC_BC01569_N02
12.8	17.02	preB	Exp100-Sample7.all_Tn5-GGGATC_BC01840_N02
-21.17	9.89	CD8	Exp100-Sample7.all_Tn5-GGGATC_BC02031_N01
9.82	-17.67	Mono-2	Exp100-Sample7.all_Tn5-GGGATC_BC02131_N02
-6.02	27.22	NK	Exp100-Sample7.all_Tn5-GGGATC_BC02238_N01
-20.11	1.38	CD4	Exp100-Sample7.all_Tn5-GGGATC_BC02359_N02
16.49	15.29	preB	Exp100-Sample7.all_Tn5-GGGATC_BC02568_N01
17.23	18.02	preB	Exp100-Sample7.all_Tn5-GGGATC_BC02595_N03
2.94	-21.88	HSPC	Exp100-Sample7.all_Tn5-GGGATC_BC02695_N04
15.04	16.43	preB	Exp100-Sample7.all_Tn5-GGGATC_BC02738_N04
-18.7	5.19	CD4	Exp100-Sample7.all_Tn5-GGGATC_BC02767_N02
19.17	-16.46	Mono-2	Exp100-Sample7.all_Tn5-GGGATC_BC02776_N03
19.33	15.81	proB	Exp100-Sample7.all_Tn5-GGGATC_BC02794_N02
15.38	-19.18	Mono-2	Exp100-Sample7.all_Tn5-GGGATC_BC02867_N02
8.17	-5.26	Mono-1	Exp100-Sample7.all_Tn5-GGGATC_BC02926_N01
-5.81	2.11	CD4	Exp100-Sample7.all_Tn5-GGGATC_BC02993_N02
-4.24	22.83	NK	Exp100-Sample7.all_Tn5-GGGATC_BC03001_N01
-7.27	12.66	CD8	Exp100-Sample7.all_Tn5-GGGATC_BC03087_N02
-14.75	-17.6	CD4	Exp100-Sample7.all_Tn5-GGGATC_BC03108_N02
11.06	21.02	preB	Exp100-Sample7.all_Tn5-GGGATC_BC03191_N02
10.83	-21.03	Mono-2	Exp100-Sample7.all_Tn5-GGGATC_BC03198_N02
-6.01	-4.18	CD4	Exp100-Sample7.all_Tn5-GGGATC_BC03218_N03
-4.91	24.09	NK	Exp100-Sample7.all_Tn5-GGGATC_BC03273_N01
-11.6	13.05	CD8	Exp100-Sample7.all_Tn5-GGGATC_BC03331_N01
18.75	-13.08	Mono-1	Exp100-Sample7.all_Tn5-GGGATC_BC03396_N02
-16.1	-7.63	CD4	Exp100-Sample7.all_Tn5-GGGATC_BC03467_N01
5.69	13.96	preB	Exp100-Sample7.all_Tn5-GGGATC_BC03543_N03
7.93	13.55	preB	Exp100-Sample7.all_Tn5-GGGATC_BC03586_N02
-17.12	-11.74	CD4	Exp100-Sample7.all_Tn5-GGGATC_BC03617_N01
0.54	25.85	NK	Exp100-Sample7.all_Tn5-GGGATC_BC03729_N02
-17.08	-4.5	CD4	Exp100-Sample7.all_Tn5-GGGATC_BC03779_N02
-18.03	-4.26	CD4	Exp100-Sample7.all_Tn5-GGGATC_BC04123_N02
15.38	-18.7	Mono-2	Exp100-Sample7.all_Tn5-GGGATC_BC04192_N03
-12.21	12.7	CD8	Exp100-Sample7.all_Tn5-GGGATC_BC04286_N02
7.6	15.86	preB	Exp100-Sample7.all_Tn5-GGGATC_BC04306_N03
-16.52	5.22	CD4	Exp100-Sample7.all_Tn5-GGGATC_BC04451_N01
-15.7	-3.41	CD4	Exp100-Sample7.all_Tn5-GGGATC_BC04454_N02
-16.42	6	CD4	Exp100-Sample7.all_Tn5-GGGATC_BC04467_N03
1.28	24.28	NK	Exp100-Sample7.all_Tn5-GGGATC_BC04469_N01
6.9	-3.24	Mono-1	Exp100-Sample7.all_Tn5-GGGATC_BC04542_N02
-9.91	-24.38	pDC	Exp100-Sample7.all_Tn5-GGGATC_BC04551_N03
0.96	-22.42	HSPC	Exp100-Sample7.all_Tn5-GGGATC_BC04590_N01
11.14	-19.91	Mono-2	Exp100-Sample7.all_Tn5-GGGATC_BC04669_N04
-5.35	27.51	NK	Exp100-Sample7.all_Tn5-GGGATC_BC04798_N02
13.64	-20.13	Mono-2	Exp100-Sample7.all_Tn5-GGGATC_BC04875_N03
-2.13	-5.05	CD4	Exp100-Sample7.all_Tn5-GGGATC_BC04890_N03
26.83	-10.09	Ery-early	Exp100-Sample7.all_Tn5-GGGATC_BC04954_N02
13.6	5.02	preB	Exp100-Sample7.all_Tn5-GGGATC_BC04985_N03
31.02	-2.54	Ery-early	Exp100-Sample7.all_Tn5-GGGATC_BC05009_N03
-18.87	-4.99	CD4	Exp100-Sample7.all_Tn5-GGGATC_BC05075_N02
-0.09	22.62	NK	Exp100-Sample7.all_Tn5-GGGATC_BC05166_N02
13.48	9.91	preB	Exp100-Sample7.all_Tn5-GGGATC_BC05192_N03
-27.05	-1.96	CD4	Exp100-Sample7.all_Tn5-GGGATC_BC05246_N01
-4.66	22.34	NK	Exp100-Sample7.all_Tn5-GGGATC_BC05281_N03
30.1	-7.36	Ery-early	Exp100-Sample7.all_Tn5-GGGATC_BC05418_N06
-4.31	-2.35	CD8	Exp100-Sample7.all_Tn5-GGGATC_BC05472_N02
-0.33	21.9	NK	Exp100-Sample7.all_Tn5-GGGATC_BC05510_N04
0.34	27.09	NK	Exp100-Sample7.all_Tn5-GGGATC_BC05567_N03
18.01	-13.7	Mono-2	Exp100-Sample7.all_Tn5-GGGATC_BC05578_N03
-3.26	25.29	NK	Exp100-Sample7.all_Tn5-GGGATC_BC05596_N03
-0.15	22.04	NK	Exp100-Sample7.all_Tn5-GGGATC_BC05637_N02
-8.4	21.01	CD8	Exp100-Sample7.all_Tn5-GGGATC_BC05681_N02
-10.54	-25.76	pDC	Exp100-Sample7.all_Tn5-GGGATC_BC05829_N03
-9.55	-1.38	CD4	Exp100-Sample7.all_Tn5-GGGATC_BC05911_N03
-10.97	13.09	CD8	Exp100-Sample7.all_Tn5-GGGATC_BC05922_N03
12.97	19.34	preB	Exp100-Sample7.all_Tn5-GGGATC_BC05930_N05
-3.73	7.2	CD8	Exp100-Sample7.all_Tn5-GGGATC_BC06061_N02
-8.65	23.56	NK	Exp100-Sample7.all_Tn5-GGGATC_BC06077_N02
-1.76	26.77	NK	Exp100-Sample7.all_Tn5-GGGATC_BC06105_N04
-15.65	-12.84	CD4	Exp100-Sample7.all_Tn5-GGGATC_BC06173_N02
-25.51	-5.25	CD4	Exp100-Sample7.all_Tn5-GGGATC_BC06214_N03
-4.77	-5.3	CD4	Exp100-Sample7.all_Tn5-GGGATC_BC06245_N04
5.11	-1.29	Mono-1	Exp100-Sample7.all_Tn5-GGGATC_BC06264_N03
15.01	-9.97	Mono-1	Exp100-Sample7.all_Tn5-GGGATC_BC06358_N02
-20.85	1.7	CD4	Exp100-Sample7.all_Tn5-GGGATC_BC06385_N03
-14.95	3.3	CD4	Exp100-Sample7.all_Tn5-GGGATC_BC06459_N03
4.31	-0.84	Collision	Exp100-Sample7.all_Tn5-GGGATC_BC06509_N02
-13.22	3.62	CD4	Exp100-Sample7.all_Tn5-GGGATC_BC06527_N02
15.59	-16.02	Mono-2	Exp100-Sample7.all_Tn5-GGGATC_BC06592_N04
10.19	-2.9	Mono-1	Exp100-Sample7.all_Tn5-GGGATC_BC06647_N02
11.44	16.49	preB	Exp100-Sample7.all_Tn5-GGGATC_BC06722_N05
-23.12	-0.21	CD4	Exp100-Sample7.all_Tn5-GGGATC_BC06994_N02
0.88	-6.59	CD4	Exp100-Sample7.all_Tn5-GGGATC_BC07051_N03
-17.59	-4.6	CD4	Exp100-Sample7.all_Tn5-GGGATC_BC07145_N03
-4.37	18.38	NK	Exp100-Sample7.all_Tn5-GGGATC_BC07147_N04
-7.35	5.48	CD8	Exp100-Sample7.all_Tn5-GGGATC_BC07185_N04
-5.27	28.08	NK	Exp100-Sample7.all_Tn5-GGGATC_BC07187_N03
-11.67	-0.43	CD4	Exp100-Sample7.all_Tn5-GGGATC_BC07211_N04
5.31	-11.39	Mono-1	Exp100-Sample7.all_Tn5-GGGATC_BC07239_N04
-5.17	4.65	CD4	Exp100-Sample7.all_Tn5-GGGATC_BC07272_N05
-5.55	23.99	NK	Exp100-Sample7.all_Tn5-GGGATC_BC07285_N02
-7.27	-14.75	CD4	Exp100-Sample7.all_Tn5-GGGATC_BC07451_N03
-2.44	-6.67	CD4	Exp100-Sample7.all_Tn5-GGGATC_BC07668_N03
26.93	-11.12	Ery-early	Exp100-Sample7.all_Tn5-GGGATC_BC07769_N05
-6.75	20.9	NK	Exp100-Sample7.all_Tn5-GGGATC_BC07807_N04
-8.03	27.46	NK	Exp100-Sample7.all_Tn5-GGGATC_BC07952_N03
10.3	-18.52	Mono-2	Exp100-Sample7.all_Tn5-GGGATC_BC08029_N03
-19.96	2.87	CD4	Exp100-Sample7.all_Tn5-GGGATC_BC08037_N02
-6.37	27.82	NK	Exp100-Sample7.all_Tn5-GGGATC_BC08083_N03
5.14	-15.21	Mono-2	Exp100-Sample7.all_Tn5-GGGATC_BC08120_N03
-17.45	-12.32	CD4	Exp100-Sample7.all_Tn5-GGGATC_BC08129_N03
-27.49	0.77	CD4	Exp100-Sample7.all_Tn5-GGGATC_BC08307_N04
7.95	-8.27	Mono-1	Exp100-Sample7.all_Tn5-GGGATC_BC08577_N04
2.05	3.07	NK	Exp100-Sample7.all_Tn5-GGGATC_BC08613_N04
0.78	1.57	CD4	Exp100-Sample7.all_Tn5-GGGATC_BC08805_N03
12.46	-7.13	Mono-1	Exp100-Sample7.all_Tn5-GGGATC_BC08910_N06
-4.34	20.75	NK	Exp100-Sample7.all_Tn5-GGGATC_BC09142_N05
15.43	-20.7	Mono-2	Exp100-Sample7.all_Tn5-GGTAGG_BC00566_N01
22.53	7.3	proB	Exp100-Sample7.all_Tn5-GGTAGG_BC00762_N01
5.24	-9.7	Mono-1	Exp100-Sample7.all_Tn5-GGTAGG_BC01132_N01
12.33	-18.38	Mono-2	Exp100-Sample7.all_Tn5-GGTAGG_BC01189_N03
5.57	-21.78	HSPC	Exp100-Sample7.all_Tn5-GGTAGG_BC01253_N04
6.45	5.09	B	Exp100-Sample7.all_Tn5-GGTAGG_BC01348_N01
18.77	-13.78	Mono-1	Exp100-Sample7.all_Tn5-GGTAGG_BC01357_N01
28.25	-6.62	Ery-early	Exp100-Sample7.all_Tn5-GGTAGG_BC01369_N03
11.45	-18.57	Mono-2	Exp100-Sample7.all_Tn5-GGTAGG_BC01378_N02
18.11	-17.2	Mono-2	Exp100-Sample7.all_Tn5-GGTAGG_BC01824_N02
23.51	5.85	proB	Exp100-Sample7.all_Tn5-GGTAGG_BC01969_N02
9.87	-17.42	Mono-2	Exp100-Sample7.all_Tn5-GGTAGG_BC02008_N02
-20.11	-6.43	CD4	Exp100-Sample7.all_Tn5-GGTAGG_BC02052_N01
-17.11	9.35	CD4	Exp100-Sample7.all_Tn5-GGTAGG_BC02127_N01
-11.12	12.54	CD8	Exp100-Sample7.all_Tn5-GGTAGG_BC02148_N03
-17.79	2.57	CD4	Exp100-Sample7.all_Tn5-GGTAGG_BC02315_N01
-6.65	22.27	NK	Exp100-Sample7.all_Tn5-GGTAGG_BC02357_N02
16.1	-5.85	Mono-1	Exp100-Sample7.all_Tn5-GGTAGG_BC02441_N02
-8.97	-22.56	pDC	Exp100-Sample7.all_Tn5-GGTAGG_BC02470_N02
15.32	-9.62	Mono-1	Exp100-Sample7.all_Tn5-GGTAGG_BC02562_N01
0.58	21.04	NK	Exp100-Sample7.all_Tn5-GGTAGG_BC02701_N02
-2.74	-0.7	CD4	Exp100-Sample7.all_Tn5-GGTAGG_BC02775_N01
14.45	17.3	preB	Exp100-Sample7.all_Tn5-GGTAGG_BC02781_N01
16.3	-9.01	Mono-1	Exp100-Sample7.all_Tn5-GGTAGG_BC02995_N01
-13.76	19.63	CD8	Exp100-Sample7.all_Tn5-GGTAGG_BC03126_N02
-23.71	4	CD4	Exp100-Sample7.all_Tn5-GGTAGG_BC03166_N02
12.61	10.22	preB	Exp100-Sample7.all_Tn5-GGTAGG_BC03196_N03
11.11	-18.81	Mono-2	Exp100-Sample7.all_Tn5-GGTAGG_BC03201_N03
-6.4	-0.04	CD4	Exp100-Sample7.all_Tn5-GGTAGG_BC03284_N01
8.67	20.1	preB	Exp100-Sample7.all_Tn5-GGTAGG_BC03500_N02
1.94	25.04	NK	Exp100-Sample7.all_Tn5-GGTAGG_BC03620_N02
13.32	13.72	preB	Exp100-Sample7.all_Tn5-GGTAGG_BC03631_N02
13.99	-3.13	Mono-1	Exp100-Sample7.all_Tn5-GGTAGG_BC03693_N02
-9.63	26.97	NK	Exp100-Sample7.all_Tn5-GGTAGG_BC03749_N03
-23.83	3.95	CD4	Exp100-Sample7.all_Tn5-GGTAGG_BC03819_N03
-21.55	-3.75	CD4	Exp100-Sample7.all_Tn5-GGTAGG_BC03899_N01
-23.26	-2.01	CD4	Exp100-Sample7.all_Tn5-GGTAGG_BC03950_N02
10.9	18.84	preB	Exp100-Sample7.all_Tn5-GGTAGG_BC03994_N02
15.5	-9.16	Mono-1	Exp100-Sample7.all_Tn5-GGTAGG_BC04037_N02
3.85	-28.35	HSPC-ery	Exp100-Sample7.all_Tn5-GGTAGG_BC04074_N02
-16.72	5.25	CD4	Exp100-Sample7.all_Tn5-GGTAGG_BC04076_N01
11.21	-6.74	Mono-1	Exp100-Sample7.all_Tn5-GGTAGG_BC04141_N01
-1.54	22.2	NK	Exp100-Sample7.all_Tn5-GGTAGG_BC04168_N03
-8.21	4.81	CD4	Exp100-Sample7.all_Tn5-GGTAGG_BC04231_N02
19.34	-16.82	Mono-2	Exp100-Sample7.all_Tn5-GGTAGG_BC04251_N02
8.19	-16.53	Mono-2	Exp100-Sample7.all_Tn5-GGTAGG_BC04273_N01
-0.83	1.84	CD4	Exp100-Sample7.all_Tn5-GGTAGG_BC04502_N02
-22.7	-0.4	CD4	Exp100-Sample7.all_Tn5-GGTAGG_BC04503_N02
-0.51	21.16	NK	Exp100-Sample7.all_Tn5-GGTAGG_BC04531_N03
7.32	12.65	preB	Exp100-Sample7.all_Tn5-GGTAGG_BC04549_N03
25.87	-8.38	Ery-early	Exp100-Sample7.all_Tn5-GGTAGG_BC04554_N04
-7.93	28.96	CD8	Exp100-Sample7.all_Tn5-GGTAGG_BC04587_N02
-19.42	-2.03	CD4	Exp100-Sample7.all_Tn5-GGTAGG_BC04625_N01
-10.85	10.44	CD8	Exp100-Sample7.all_Tn5-GGTAGG_BC04672_N03
-21.98	-6.54	CD4	Exp100-Sample7.all_Tn5-GGTAGG_BC04693_N02
4.84	-19.61	HSPC	Exp100-Sample7.all_Tn5-GGTAGG_BC04712_N02
3.15	-18.83	HSPC	Exp100-Sample7.all_Tn5-GGTAGG_BC04791_N03
-12.37	13.84	CD8	Exp100-Sample7.all_Tn5-GGTAGG_BC04809_N03
13.69	-5.12	Mono-1	Exp100-Sample7.all_Tn5-GGTAGG_BC04920_N02
-19.53	9.61	CD4	Exp100-Sample7.all_Tn5-GGTAGG_BC05051_N02
-13.69	13.36	CD8	Exp100-Sample7.all_Tn5-GGTAGG_BC05085_N02
-14.91	18.32	CD8	Exp100-Sample7.all_Tn5-GGTAGG_BC05119_N02
8.19	13.07	preB	Exp100-Sample7.all_Tn5-GGTAGG_BC05231_N03
17.75	-10	Mono-2	Exp100-Sample7.all_Tn5-GGTAGG_BC05238_N02
13.9	13.13	preB	Exp100-Sample7.all_Tn5-GGTAGG_BC05239_N03
11.68	-4.15	Mono-1	Exp100-Sample7.all_Tn5-GGTAGG_BC05358_N03
-2.48	0.99	CD8	Exp100-Sample7.all_Tn5-GGTAGG_BC05459_N03
-13.54	-8.13	CD4	Exp100-Sample7.all_Tn5-GGTAGG_BC05523_N02
11.38	-14.57	Mono-1	Exp100-Sample7.all_Tn5-GGTAGG_BC05656_N03
4.1	-13.33	Mono-1	Exp100-Sample7.all_Tn5-GGTAGG_BC05659_N02
7.54	-12.97	Mono-2	Exp100-Sample7.all_Tn5-GGTAGG_BC05708_N04
-6.11	0.47	CD4	Exp100-Sample7.all_Tn5-GGTAGG_BC05727_N02
-4.58	8.65	CD8	Exp100-Sample7.all_Tn5-GGTAGG_BC05833_N02
-17.48	-13.08	CD4	Exp100-Sample7.all_Tn5-GGTAGG_BC05844_N03
-2.1	-1	CD4	Exp100-Sample7.all_Tn5-GGTAGG_BC05868_N03
4.41	-25.68	HSPC	Exp100-Sample7.all_Tn5-GGTAGG_BC05894_N01
13.51	20.83	preB	Exp100-Sample7.all_Tn5-GGTAGG_BC05998_N03
-4.05	22.38	NK	Exp100-Sample7.all_Tn5-GGTAGG_BC06010_N01
-7.72	15.48	CD8	Exp100-Sample7.all_Tn5-GGTAGG_BC06094_N02
-15.96	15.87	CD8	Exp100-Sample7.all_Tn5-GGTAGG_BC06286_N03
-3.72	-8.37	CD4	Exp100-Sample7.all_Tn5-GGTAGG_BC06325_N03
14.35	14.08	preB	Exp100-Sample7.all_Tn5-GGTAGG_BC06381_N03
-2.47	12.07	CD8	Exp100-Sample7.all_Tn5-GGTAGG_BC06413_N03
-15.4	-3.89	CD4	Exp100-Sample7.all_Tn5-GGTAGG_BC06451_N03
13.11	-17.09	Mono-2	Exp100-Sample7.all_Tn5-GGTAGG_BC06460_N04
1.18	27.79	NK	Exp100-Sample7.all_Tn5-GGTAGG_BC06623_N03
30.54	-3.56	Ery-early	Exp100-Sample7.all_Tn5-GGTAGG_BC06685_N02
4.37	-16.98	Mono-2	Exp100-Sample7.all_Tn5-GGTAGG_BC06713_N03
1.88	19.4	NK	Exp100-Sample7.all_Tn5-GGTAGG_BC06759_N03
6.18	13.35	preB	Exp100-Sample7.all_Tn5-GGTAGG_BC06766_N04
-21.37	-9.16	CD4	Exp100-Sample7.all_Tn5-GGTAGG_BC06790_N03
12.58	-8.6	Mono-1	Exp100-Sample7.all_Tn5-GGTAGG_BC06796_N04
-26.08	-7.35	CD4	Exp100-Sample7.all_Tn5-GGTAGG_BC06858_N03
-8.73	11.78	CD8	Exp100-Sample7.all_Tn5-GGTAGG_BC07036_N04
7.64	8.29	preB	Exp100-Sample7.all_Tn5-GGTAGG_BC07045_N03
-8.84	23.58	NK	Exp100-Sample7.all_Tn5-GGTAGG_BC07060_N02
-1.3	22.69	NK	Exp100-Sample7.all_Tn5-GGTAGG_BC07064_N02
-5.68	-1.87	CD4	Exp100-Sample7.all_Tn5-GGTAGG_BC07100_N03
13.17	12.82	preB	Exp100-Sample7.all_Tn5-GGTAGG_BC07177_N03
-12.6	9.49	CD8	Exp100-Sample7.all_Tn5-GGTAGG_BC07215_N03
10.83	16.38	preB	Exp100-Sample7.all_Tn5-GGTAGG_BC07302_N04
-20.55	0.25	CD4	Exp100-Sample7.all_Tn5-GGTAGG_BC07361_N03
-21.67	-4.09	CD4	Exp100-Sample7.all_Tn5-GGTAGG_BC07591_N03
-17.74	0.01	CD4	Exp100-Sample7.all_Tn5-GGTAGG_BC07650_N03
19.28	-11.3	Mono-1	Exp100-Sample7.all_Tn5-GGTAGG_BC07679_N03
-5.58	-10.56	CD4	Exp100-Sample7.all_Tn5-GGTAGG_BC07687_N03
-3.65	22.96	NK	Exp100-Sample7.all_Tn5-GGTAGG_BC07765_N03
-4.84	21.64	CD8	Exp100-Sample7.all_Tn5-GGTAGG_BC07802_N03
-10.88	13.66	CD4	Exp100-Sample7.all_Tn5-GGTAGG_BC07867_N02
14.9	21.04	preB	Exp100-Sample7.all_Tn5-GGTAGG_BC07912_N02
-4.26	19.45	NK	Exp100-Sample7.all_Tn5-GGTAGG_BC07941_N04
18.23	-9	Mono-1	Exp100-Sample7.all_Tn5-GGTAGG_BC08166_N03
-2.49	1.31	CD4	Exp100-Sample7.all_Tn5-GGTAGG_BC08352_N05
-24.83	6.8	CD4	Exp100-Sample7.all_Tn5-GGTAGG_BC08480_N05
13.98	20.01	preB	Exp100-Sample7.all_Tn5-GGTAGG_BC08615_N03
24.53	5.5	proB	Exp100-Sample7.all_Tn5-GGTAGG_BC08870_N03
0.71	2.9	CD4	Exp100-Sample7.all_Tn5-GGTAGG_BC08891_N03
-3.43	17.74	NK	Exp100-Sample7.all_Tn5-GGTAGG_BC09021_N03
23.48	5.62	proB	Exp100-Sample7.all_Tn5-GGTGCT_BC01084_N03
27.09	-10.58	Ery-early	Exp100-Sample7.all_Tn5-GGTGCT_BC01748_N01
28	-10.2	Ery-early	Exp100-Sample7.all_Tn5-GGTGCT_BC02010_N01
-1.37	-26.99	HSPC	Exp100-Sample7.all_Tn5-GGTGCT_BC02879_N01
7.12	-28.95	HSPC-ery	Exp100-Sample7.all_Tn5-GGTGCT_BC03630_N01
12.95	-21.71	Mono-2	Exp100-Sample7.all_Tn5-GGTGCT_BC03744_N02
20.35	-13.2	Mono-1	Exp100-Sample7.all_Tn5-GGTGCT_BC04113_N01
-1.38	28.13	NK	Exp100-Sample7.all_Tn5-GGTGCT_BC04353_N01
-3.9	20.51	NK	Exp100-Sample7.all_Tn5-GGTGCT_BC04382_N01
0.03	6.97	CD4	Exp100-Sample7.all_Tn5-GGTGCT_BC04658_N01
-16.03	-18.62	CD4	Exp100-Sample7.all_Tn5-GGTGCT_BC04680_N01
15.12	-16.7	Mono-1	Exp100-Sample7.all_Tn5-GGTGCT_BC04847_N02
18.45	-11.12	Mono-2	Exp100-Sample7.all_Tn5-GGTGCT_BC04884_N02
6.78	15.87	preB	Exp100-Sample7.all_Tn5-GGTGCT_BC05036_N01
-11.43	14.92	CD8	Exp100-Sample7.all_Tn5-GGTGCT_BC05088_N02
22.54	8.26	proB	Exp100-Sample7.all_Tn5-GGTGCT_BC05168_N03
16.96	-18.1	Mono-2	Exp100-Sample7.all_Tn5-GGTGCT_BC05175_N02
-7.34	16.58	NK	Exp100-Sample7.all_Tn5-GGTGCT_BC05254_N02
-15.8	-10.71	CD4	Exp100-Sample7.all_Tn5-GGTGCT_BC05257_N01
-26.01	-4.67	CD4	Exp100-Sample7.all_Tn5-GGTGCT_BC05403_N02
-7.44	7.13	CD8	Exp100-Sample7.all_Tn5-GGTGCT_BC05507_N01
18.49	-8.21	Mono-1	Exp100-Sample7.all_Tn5-GGTGCT_BC05811_N03
5.3	-17.25	Mono-2	Exp100-Sample7.all_Tn5-GGTGCT_BC05887_N02
0.12	-30.39	HSPC	Exp100-Sample7.all_Tn5-GGTGCT_BC05960_N02
26.74	-7.22	Ery-early	Exp100-Sample7.all_Tn5-GGTGCT_BC06045_N02
-7.49	-7.88	CD4	Exp100-Sample7.all_Tn5-GGTGCT_BC06315_N02
11.42	17.44	preB	Exp100-Sample7.all_Tn5-GGTGCT_BC06409_N02
-12.62	8.11	CD8	Exp100-Sample7.all_Tn5-GGTGCT_BC06567_N02
18.54	-12.36	Mono-2	Exp100-Sample7.all_Tn5-GGTGCT_BC06579_N02
12.02	-20.91	Mono-2	Exp100-Sample7.all_Tn5-GGTGCT_BC06665_N03
20.86	-16.36	Mono-2	Exp100-Sample7.all_Tn5-GGTGCT_BC06751_N04
10.66	-17.25	Mono-2	Exp100-Sample7.all_Tn5-GGTGCT_BC06785_N03
-21.24	6.72	CD4	Exp100-Sample7.all_Tn5-GGTGCT_BC06916_N02
-14.4	-9.9	CD4	Exp100-Sample7.all_Tn5-GGTGCT_BC07001_N02
13.41	-15.82	Mono-2	Exp100-Sample7.all_Tn5-GGTGCT_BC07035_N03
18.16	-13.11	Mono-1	Exp100-Sample7.all_Tn5-GGTGCT_BC07076_N03
